medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book							9780385333870	0385333870	us	Galapagos (Delta Fiction)	Galapagos (Delta Fiction)				Paperback		United States/ Classics/ Contemporary/ Literary/ Fantasy/ Short Stories/ Vonnegut Jr., Kurt/ Spanish & Portuguese	$14.00	$5.98		4	&#x201c;Beautiful&#x2026;provocative, arresting reading.&#x201d;&#x2013;USA Today/ / KURT VONNEGUT is a master of contemporary American literature. His black humor, satiric voice, and incomparable imagination first captured America&#x2019;s attention in The Sirens of Titanin 1959 and established him as &#x201c;a true artist&#x201d;* with Cat&#x2019;s Cradlein 1963. He is, as Graham Greene has declared, &#x201c;one of the best living American writers.&#x201d; / / Gal&#x00e1;pagos takes the reader back one million years, to a.d. 1986. A simple vacation cruise suddenly becomes an evolutionary journey. Thanks to an apocalypse, a small group of survivors stranded on the Gal&#x00e1;pagos Islands are about to become the progenitors of a brave new, and totally different human race. Here, America&#x2019;s master satirist looks at our world and shows us all that is sadly, madly awry&#x2013;and all that is worth saving. / / &#x201c;Vonnegut is a postmodern Mark Twain... Gal&#x00e1;pagos is a madcap genealogical adventure.&#x201d;&#x2013;The New York Times Book Review/ / * The New York Times		Dial Press Trade Paperback	12-01-1999		17-01-2007										Kurt Vonnegut		336
book							9780394864839	0394864832	us	Garfield a to Z Zoo	Garfield a to Z Zoo				Hardcover		Garfield	$1.25	$0.85					Random House Books for Young Readers	12-01-1984		19-01-2007										Jim Davis		24
book							9780345443823	0345443829	us	Garfield at Large: His First Book (Davis, Jim. Garfield Classics.)	Garfield at Large: His First Book (Davis, Jim. Garfield Classics.)				Paperback		Cartooning/ Garfield/ Cats, Dogs & Animals/ Jokes & Riddles/ Anthologies/ Drawing	$9.95	$0.48		4.5	Like every great lasagna, Garfield was born in the kitchen of an Italian restaurant on a winter's night in 1978, while outside snow fell like gratd Parmesan cheese. He weighed five pounds, six ounces at birth--that's big for a kitten!--and right from the start showed a passion for Italian food. the restaurant owner, forced to choose between Garfield and closing his doors for lack of pasta, sold Garfield to a pet store. Garfield thought he was a goner until Jon Arbuckle walked in the door. / / The rest is history.		Ballantine Books	29-05-2001		18-01-2007										Jim Davis		96
book							9780345341297	0345341295	us	Garfield Food for Thought (Garfield (Numbered Paperback))	Garfield Food for Thought (Garfield (Numbered Paperback))				Paperback		Cartooning/ Garfield/ Cats, Dogs & Animals/ Cooking/ Jokes & Riddles/ Drawing	$7.95	$0.01		5	It's not that he doesn't have plenty to think about. Garfield could ponder the fact that he's the most popular cat in feline history. He could even examine his soul to discover why he's so funny, so mean to Odie, so nice to Nermal, and so exasperating and lovable to Jon. But he'd probably just prefer to think about food....		Ballantine Books	12-02-1987		19-01-2007										Jim Davis		128
book							9780345345806	0345345800	us	Garfield Goes Hollywood	Garfield Goes Hollywood				Paperback		Drawing/ Garfield/ Movie Tie-Ins	$6.95	$0.01		5	The companion to Garfield's upcoming TV special, where he, Jon and Odie go on a talent show.		Ballantine Books	12-04-1987		19-01-2007										Jim Davis		62
book							9780394861210	0394861213	us	Garfield Goes Underground	Garfield Goes Underground				Paperback		Garfield	$1.25	$0.01		3			Random House Books for Young Readers	12-09-1983		19-01-2007										Jim Davis		31
book								B000GVEB1M	us	Garfield In Disguise-Fourth TV Special	Garfield In Disguise-Fourth TV Special				Paperback		Garfield		$2.35					New York: Ballantine Books, 1985	19-01-1985		19-01-2007										Jim Davis		
book							9780345337962	0345337964	us	Garfield in Paradise	Garfield in Paradise				Paperback		Garfield/ Cats, Dogs & Animals/ Jokes & Riddles/ Movie Tie-Ins	$7.95	$0.01		4.5	Garfield dreams of a luxury vacation in Hawaii, but Jon is cutting corners (did someone say tight wad?) so it's off to paradise instead -- ticky tacky Paradise World, that is. The pool is empty and there's only one car at the rent-a-car counter (what a specimen!), but it's an adventure Garfield, Jon, Odie -- and you -- will never forget!		Ballantine Books	12-04-1986		19-01-2007										Jim Davis		64
book							9780345322425	0345322428	us	Garfield in the Rough	Garfield in the Rough				Paperback		Children's Books/ Garfield/ Jokes & Riddles	$6.95	$0.01		4.5	It's off to the woods for Garfield, Jon, and Odie, camping in the great outdoors. But fun turns to fear when a panther escapes from a local zoo -- and heads straight for their campsite! It's the biggest challenge yet for the world's most famous feline and his pals!		Ballantine Books	12-10-1984		19-01-2007										Jim Davis		64
book							9780345331182	0345331184	us	Garfield Out to Lunch (Garfield (Numbered Paperback))	Garfield Out to Lunch (Garfield (Numbered Paperback))				Paperback		Cartooning/ Garfield/ Cats, Dogs & Animals/ Drawing	$7.95	$0.01		5	When food is your life, it's hard to think of anything else. Still, Garfield manages. Whether it's time to clean out Jon's drawers his way, finding a hiding place that's too good, or discovering he can sleep in any position, half the fun of Garfield is watching his between-meal antics. In his twelfth book, he's up to his usual tricks, and that's all his fans need to hear.		Ballantine Books	12-02-1986		19-01-2007										Jim Davis		128
book							9780345475619	0345475615	us	Garfield Rolls On (Garfield Classics (Paperback))	Garfield Rolls On (Garfield Classics (Paperback))				Paperback		Cartooning/ Garfield/ Cats, Dogs & Animals/ Jokes & Riddles	$10.95	$2.33		4.5	You just can't keep a good cat down. And with Garfield you'd need muscles to do it, anyway. This is the frisky feline's tenth collection and is full of the antics and acrobatics you know and love him for. As a bonus it also features an inteview with Jim Davis about how he became a cartoonist!		Ballantine Books	26-07-2005		19-01-2007										Jim Davis		96
book							9780394854458	0394854454	us	Garfield The Pirate (Random House)	Garfield The Pirate (Random House)				Hardcover		Garfield	$1.25	$0.01					Random House Books for Young Readers	12-10-1982		19-01-2007										Jim Davis		31
book							9780345337719	0345337719	us	The Garfield Trivia Book	The Garfield Trivia Book				Paperback		Cartooning/ Garfield	$6.95	$0.01		4			Ballantine Books	12-09-1986		19-01-2007										Jim Davis		64
book							9780345452054	0345452054	us	Garfield Weighs In: His Fourth Book	Garfield Weighs In: His Fourth Book				Paperback		Garfield/ Drawing	$9.95	$2.36		4.5	America's sassiest, grouchiest, funniest, and chubbiest cat is up to his old tricks --- and up to some new tricks too! Garfield celebrates living by fighting fleas, falling in love, and composing a history of dogs. This fourth Garfield extravaganza also features A Morning with Garfield and Garfield's only biography of his creator, Jim Davis.		Ballantine Books	25-06-2002		19-01-2007										Jim Davis		96
book							9780876600139	0876600135	us	Garfield: The Knight in Shining Armor	Garfield: The Knight in Shining Armor				Hardcover		Drawing/ Garfield/ Cats, Dogs & Animals	$8.98	$1.99					I.J.E. Book Publishing//Kid Stuff	02-01-1984		19-01-2007										Jim Davis		32
book								B00085MVAO	us	Gem trader,	Gem trader,				Unknown Binding		Prospecting & Mining		$9.52					Sheridan House	10-02-1939		10-02-2007										Louis Kornitzer		265
book							9780670336296	0670336297	us	Gems	Gems				Hardcover			$8.95	$3.32					Studio	29-09-1967		10-02-2007										Mab Wilson		
book								B000FV0YSW	us	Gems: Their Lure and Lore	Gems: Their Lure and Lore				Hardcover				$47.77					Edward E. Petri Company	10-02-1934		10-02-2007												
book								B000IN12DS	us	Gericault: An Album of Drawings in the Art Institute of Chicago	Gericault: An Album of Drawings in the Art Institute of Chicago				Hardcover				$21.50					University of Chicago Press	1960-02-11 12:00:00 -0500		2007-02-11 00:54:27 -0500										Lorenz Eitner		
book							0000060256652	0060256656	us	The Giving Tree	The Giving Tree				Hardcover		Other/ Fiction/ Contemporary/ Picture Books/ Literary Criticism & Collections	$16.99	$5.74		4	To say that this particular apple tree is a "giving tree" is an understatement. In Shel Silverstein's popular tale of few words and simple line drawings, a tree starts out as a leafy playground, shade provider, and apple bearer for a rambunctious little boy. Making the boy happy makes the tree happy, but with time it becomes more challenging for the generous tree to meet his needs. When he asks for money, she suggests that he sell her apples. When he asks for a house, she offers her branches for lumber. When the boy is old, too old and sad to play in the tree, he asks the tree for a boat. She suggests that he cut her down to a stump so he can craft a boat out of her trunk. He unthinkingly does it. At this point in the story, the double-page spread shows a pathetic solitary stump, poignantly cut down to the heart the boy once carved into the tree as a child that said "M.E. + T.""And then the tree was happy... but not really." When there's nothing left of her, the boy returns again as an old man, needing a quiet place to sit and rest. The stump offers up her services, and he sits on it. "And the tree was happy." While the message of this book is unclear (Take and take and take? Give and give and give? Complete self-sacrifice is good? Complete self-sacrifice is infinitely sad?), Silverstein has perhaps deliberately left the book open to interpretation. (All ages) --Karin Snelson		HarperCollins	07-10-1964		18-01-2007												64
book								B0007JF2N4	us	Glass and crystal: [English translation]	Glass and crystal: [English translation]				Unknown Binding				$11.99					Merlin Press	10-02-1963		10-02-2007										Elka Schrijver		
book							9780307662538	0307662535	us	Glow in the Dark Stars, Moon, and Clouds (Little Golden Sniff It Book)	Glow in the Dark Stars, Moon, and Clouds (Little Golden Sniff It Book)				Hardcover		Picture Books/ Reading	$4.98	$1.50		5			Western Publishing Company	01-01-1990		18-01-2007										Eugene Bradley Coco		19
book							9780394891132	0394891139	us	The Glow-in-the-Dark Night Sky Book	The Glow-in-the-Dark Night Sky Book				Hardcover		Fiction	$15.00	$0.01		4.5	Illus. in full color. Turn off the lights and watch 34 constellations glow in the dark! This unique, convenient guide to the night sky has star maps that shine after exposure to light. The maps, arranged by season, cover constellations of the Northern Hemisphere. Instructions on how to use the book are included. An appendix explains the mythology behind each constellation.		Random House Books for Young Readers	12-04-1988		18-01-2007										Clint Hatchett		24
book							9781862056480	186205648X	us	The Goblin Companion	The Goblin Companion				Hardcover		Reference/ Illustration/ Contemporary	$12.40	$6.51		4.5			Pavilion Books	28-11-2003		19-01-2007										Terry Jones		96
book							9780385333474	0385333471	us	God Bless You, Mr. Rosewater	God Bless You, Mr. Rosewater				Paperback		Contemporary/ Literary/ Vonnegut Jr., Kurt	$14.00	$6.49		4	A rich man attempts a noble experiment with human nature. The result is an etched-in-acid portrayal of universal greed, hypocrisy, and follies of the flesh.		Dial Press Trade Paperback	08-09-1998		17-01-2007										Kurt Vonnegut		288
book								B0007DND0E	us	Gold and silver treasures of ancient Italy	Gold and silver treasures of ancient Italy				Unknown Binding				$9.75					New York Graphic Society	05-02-1963		05-02-2007										Carlo Carducci		85
book							9780810933941	0810933942	us	The Gold of Troy: Searching for Homer's Fabled City	The Gold of Troy: Searching for Homer's Fabled City				Hardcover		Turkey/ Greece	$60.00	$3.95			One of the greatest mysteries of the worlds of art and archeology was the whereabouts of the Trojan treasures uncovered by Heinrich Schliemann during the 19th century. Presumed to be lost or destroyed, they turned up in Russia, and in April 1996, went on public exhibit at the Pushkin Museum in Moscow. "We have waited for this exhibition for a long time--too long," writes Irina Antonova, director of the Pushkin Museum in the preface to The Gold of Troy, the catalog for the exhibit. "Undoubtedly it should have been shown many years ago."		Harry N Abrams	04-02-1996		10-02-2007										Vladimir Tolstikov/ Michail Yu Treister		239
book								B0007JDK4W	us	The golden apples of the sun	The golden apples of the sun				Unknown Binding				$4.00					Transworld	13-01-1964		13-01-2007										Ray Bradbury		168
book							9780684826301	0684826305	us	The Golden Bough	The Golden Bough				Paperback		Classics/ Contemporary/ Cultural/ Folklore & Mythology/ Mythology & Folklore/ Reference/ Travel/ Philosophy/ Wicca/ Witchcraft/ New Age/ Magic/ Comparative Religion/ History/ Alchemy/ Fairy Tales/ History of Ideas	$21.00	$7.95		4.5	Before Joseph Campbell became the world's most famous practitioner of comparative mythology, there was Sir James George Frazer. The Golden Bough was originally published in two volumes in 1890, but Frazer became so enamored of his topic that over the next few decades he expanded the work sixfold, then in 1922 cut it all down to a single thick edition suitable for mass distribution. The thesis on the origins of magic and religion that it elaborates "will be long and laborious," Frazer warns readers, "but may possess something of the charm of a voyage of discovery, in which we shall visit many strange lands, with strange foreign peoples, and still stranger customs." Chief among those customs--at least as the book is remembered in the popular imagination--is the sacrificial killing of god-kings to ensure bountiful harvests, which Frazer traces through several cultures, including in his elaborations the myths of Adonis, Osiris, and Balder./ While highly influential in its day, The Golden Bough has come under harsh critical scrutiny in subsequent decades, with many of its descriptions of regional folklore and legends deemed less than reliable. Furthermore, much of its tone is rooted in a philosophy of social Darwinism--sheer cultural imperialism, really--that finds its most explicit form in Frazer's rhetorical question: "If in the most backward state of human society now known to us we find magic thus conspicuously present and religion conspicuously absent, may we not reasonably conjecture that the civilised races of the world have also at some period of their history passed through a similar intellectual phase?" (The truly civilized races, he goes on to say later, though not particularly loudly, are the ones whose minds evolve beyond religious belief to embrace the rational structures of scientific thought.) Frazer was much too genteel to state plainly that "primitive" races believe in magic because they are too stupid and backwards to know any better; instead he remarks that "a savage hardly conceives the distinction commonly drawn by more advanced peoples between the natural and the supernatural." And he certainly was not about to make explicit the logical extension of his theories--"that Christian legend, dogma, and ritual" (to quote Robert Graves's summation of Frazer in The White Goddess) "are the refinement of a great body of primitive and barbarous beliefs." Whatever modern readers have come to think of the book, however, its historical significance and the eloquence with which Frazer attempts to develop what one might call a unifying theory of anthropology cannot be denied. --Ron Hogan/ 		Touchstone	01-12-1995		17-01-2007										James George Frazer		880
