medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0025192544828	B00029RTAI	us	Dazed & Confused	Dazed & Confused (Widescreen Flashback Edition)			Flashback	DVD		Teen/ Comedy	$14.98	$5.99		4.5	You remember high school? Really remember? If you think you do, watch this film: it'll all really come racing back. After changing the world with the generation-defining Slacker, director Richard Linklater turned his free-range v&#x00e9;rit&#x00e9; sensibility on the 1970s. As before, his all-seeing camera meanders across a landscape studded with goofy pop culture references and poignant glimpses of human nature. Only this time around, he's spreading a thick layer of nostalgia over the lens (and across the soundtrack). It's as if Fast Times at Ridgemont High was directed by Jean-Luc Godard. The story deals with a group of friends on the last day of high school, 1976. Good-natured football star Randall "Pink" Floyd navigates effortlessly between the warring worlds of jocks, stoners, wannabes, and rockers with girlfriend and new-freshman buddy in tow. Surprisingly, it's not a coming-of-age movie, but a film that dares ask the eternal, overwhelming, adolescent question, "What happens next?" It's a little too honest to be a light comedy (representative quote: "If I ever say these were the best years of my life, remind me to kill myself."). But it's also way too much fun (remember souped-up Corvettes and bicentennial madness?) to be just another existential-essay-on-celluloid. --Grant Balfour/ On the DVD&#x2028;With a perfect combination of awesome '70s-era packaging and a totally rockin' selection of bonus features, the Criterion Collection's director-approved special edition two-disc release of Dazed and Confused instantly qualifies as one of the very best DVDs of 2006--the 30th anniversary of the Bicentennial, man! That's what I'm talkin' about! As a sublime companion piece to Criterion's release of Richard Linklater's previous film Slacker, the set comes in a slipcase (complete with "Physical Graffiti"-like picture-windows) festooned with Flair-pen high-school "doodling" (just like you'd scribble on your Pee Chee folders, back in the day), and the features get off on a high note (kinda like Slater, y'know?) with writer-director Linklater's feature-length commentary, which offers all aspiring filmmakers an important lesson protecting your vision and knowing when not to compromise. In recalling the many struggles he endured during production, Linklater covers a lot of territory (notes from the studio, the fantasy abundance of muscle cars, selection of music, and his acute disappointment when Robert Plant--but not Jimmy Page--refused to allow Led Zeppelin songs to be used in the film), and his engaging, good-humored perspective (and appropriate sense of vindication) clearly arises from his film's eventual acceptance as a classic. (For all you film buffs out there, Linklater quite rightly recommends Tim Hunter's Over the Edge and Lindsay Anderson's If... as "great teenage films" that defined the genre before Dazed.) The film itself never looked or sounded better (Linklater and cinematographer Lee Daniel supervised the high-def digital transfer), and a generous selection of deleted scenes will be welcomed by the film's legion of loyal fans./ The Disc 2 supplements are highlighted by Making "Dazed", filmmaker Kahane Corn's decade-in-the-making 50-minute documentary, chronicling all aspects of the production from casting to the Dazed tenth-anniversary celebration in Austin, Texas, in 2003. "Beer Bust at the Moon Tower" allows random viewing of a 118-minute compilation of behind-the-scenes footage, on-set interviews (with cast members both in and out of character), audition footage, and recollections from the anniversary bash. The accompanying 72-page booklet is a Criterion master-stroke: Designed like a small-scale high-school yearbook, it's filled with more "doodling" artwork, lots of photos, three appreciative mini-essays (the best being by journalist//author Chuck Klosterman), recollections by cast and crew, and humorous "Profiles in Confusion" portraits of the characters in Dazed, reprinted from the film's similarly designed companion book. It's all topped off by a miniature reproduction of the film's original poster, designed by Frank Kozik. In terms of capturing "The Spirit of '76" and the film's celebratory sense of anti-nostalgia, this is surely one of Criterion's finest releases to date. --Jeff Shannon/ 		Universal Studios	02-11-2004		30-07-2006										Richard Linklater	Jason London/ Rory Cochrane/ Wiley Wiggins/ Sasha Jenson/ Michelle Burke/ Adam Goldberg/ Anthony Rapp/ Matthew McConaughey/ Marissa Ribisi/ Shawn Andrews/ Cole Hauser/ Milla Jovovich/ Joey Lauren Adams/ Christin Hinojosa/ Ben Affleck/ Jason O. Smith/ Deena Martin/ Parker Posey/ Nicky Katt/ Catherine Avril Morris	AC-3/ Anamorphic/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 1.85:1	R	24-09-1993	103
movie							0013138200198	B0002J58QK	us	Dead Leaves	Dead Leaves				DVD		Sci-Fi Action/ Manga/ Animation/ Science Fiction & Fantasy	$19.98	$8.00		4	Dead Leaves is the latest installment in the collaboration between Manga Entertainment and Production I.G. that brought viewers Blood: The Last Vampire (2001) and Kai Doh Maru (2003). But Dead Leaves, which suggests a mixture of Ninja Scroll and Inspector Zim designed by Peter Chung, lacks the sensual elegance of the earlier OVAs. Retro, who has a television set for a head, and Pandy awaken with their memories erased. Sent to the lunar prison of Dead Leaves, they contrive an escape with hordes of other inmates. A long, pointless slaughter ensues, with blood, bullets, and body parts flying across the screen. The frame is so cluttered with angular characters, bright colors, Japanese and English words, mechanical devices, and gore, it's difficult to follow the frenetic action, let alone the fragmentary story. (Unrated, suitable for ages 17 and older: brief nudity, extensive violence, profanity, sexual humor, toilet humor, alcohol and tobacco use) --Charles Solomon		Manga Video	28-09-2004		30-07-2006												Color/ Dolby/ Subtitled/ Widescreen/ NTSC/ 1.78:1	NR	01-01-2004	50
movie							0085391298533	6303012140	us	Demolition Man	Demolition Man				VHS Tape		Sci-Fi Action/ Futuristic/ Action & Adventure/ McAnally to McWilliams/ Sylvester Stallone/ Wesley Snipes	$9.94	$0.01		4	Years before the fast-food chain hired a talking chihuahua as its official spokeshound, Taco Bell got some high-profile product placement in this dopey thriller set in the year 2032, when the sprawling megacity of "San Angeles" has banned violence and profanity, and where virtually all the restaurants are Taco Bells. (So much for democracy!) Sylvester Stallone plays an ex-cop who's been thawed out after 36 years of imprisonment for manslaughter, and Wesley Snipes plays his nemesis who also emerges from deep-freeze and proceeds to wreak havoc. It's not nearly as funny as the similarly plotted Austin Powers,; but this special-effects-laden comedy-thriller does have a few highlights, including the pre-stardom Sandra Bullock as the cop-trainee who teaches Stallone proper behavior (and sexual etiquette) in the future's conservative society. Co-starring is Rob Schneider as a frantic sidekick who matches Stallone's one-liners with idiotic wit. --Jeff Shannon		Warner Studios	21-09-1994		07-07-2005										Marco Brambilla	Sylvester Stallone/ Wesley Snipes/ Sandra Bullock	Color/ Closed-captioned/ Dolby/ NTSC	R	08-10-1993	115
movie							0043396099616	B0000A2ZU1	us	Desperado	Desperado (Special Edition)			Special	DVD		Crime/ Thrillers/ Gangster Films/ Quentin Tarantino/ Special Editions/ Loners/ Identities	$14.94	$4.99		4	It's Sergio Leone meets Sam Peckinpah meets Quentin Tarantino in this ultraviolent, mythological shoot-'em-up by auteur Robert Rodriguez. In Desperado, Rodriguez creates larger-than-life, genre-tweaking stock characters and puts them through their paces. As they stride bravely through an Old West lightly dusted with camp humor, they're periodically called upon to nimbly dodge bullets and fireballs through outrageously choreographed displays of Hollywood pyrotechnics. In this bigger-budget semi-remake//semi-sequel to Rodriguez's indie sensation, El Mariachi (made, famously, for $7,000), Antonio Banderas is the darkly charismatic El Mariachi, the Mysterious Stranger in town; Steve Buscemi is perfectly cast as his weasely, motor-mouth Comic Sidekick, laying the groundwork for El Mariachi's entrance by spinning saloon stories to build up his legend; Cheech Marin is a standout as the Bartender, who really knows how to handle a toothpick; and gorgeous Salma Hayek is, well, the Girl--treated to the kind of full-blown, slow-mo introduction the movies traditionally lavish on beautiful new stars. It doesn't add up to much, but it's a kick. Be careful not to blow out your speakers with the DVD's Dolby Digital 5.1 soundtrack. --Jim Emerson		Columbia Tristar Hom	26-08-2003		15-10-2005										Robert Rodriguez	Antonio Banderas/ Salma Hayek	Color/ Closed-captioned/ Widescreen/ Dolby	R	25-08-1995	103
movie							0674797800398	B00005ICGL	us	Destroying America (Skateboarding Film)	Destroying America (Skateboarding Film)				DVD		Chase Movies/ Skateboarding	$19.98	$5.26		3.5	This attempt to elevate a skateboard video to an action-adventure film nearly makes MTV's Jackass look like Masterpiece Theater, but that will probably be its greatest appeal. What little plot there is concerns two skateboarders who ride into and over just about everything in their path in a battered van that has miraculously escaped the junkyard. There are some other characters, including two women who seem to have wandered over from the set of a porno film while busting out of their tiny nurse's uniforms, a young Asian woman (played by martial artist Ming Tran) in a schoolgirl's uniform who kicks (and kicks and kicks) the hell out of what she terms a "dirty white guy" who tries to lift up her plaid skirt, and a vengeful cop played by none other than Erik Estrada of CHiPs fame. Skateboarding champion Tony Hawk even turns up to play a drunken pizza delivery guy. As if that's not enough entertainment, the skateboarders drive their malicious white van through a Christmas tree stand (they don't murder Santa, but sure mess up a lot of trees) and a sidewalk cafe (though, in fairness, they were provoked). A cop car gets made into a skateboard ramp, which seems like a huge deal to Estrada's character until the car is later attacked with a pickax, doused with gasoline, set on fire, and blown up. None of this makes much sense, but there's a lot of raucous music, plenty of very nifty skateboard tricks, and enough bizarre visuals to thoroughly entertain those who find themselves in the right frame of mind. Extras on the DVD include a featurette on the film's premiere, where fans celebrated by tossing a lot of stuff at the van and the cops came to cool things off. --Robert J. McNamara		Redline Ent	22-05-2001		30-07-2006												Color/ NTSC	NR	01-01-2000	95
movie							0717951009289	B00004TJMW		Deuce Bigalow: Male Gigolo					DVD		Feature Film-comedy	$14.99	$9.45		3.56			Touchstone Video	08-04-2003		20-02-2005										Mike Mitchell (VI)	Rob Schneider/ William Forsythe	Color/ Closed-captioned/ Widescreen	R	10-12-1999	
movie							0097363411246	B00015HX5O		Dickie Roberts - Former Child Star (Widescreen Edition)					DVD		Feature Film-comedy	$14.99	$7.00		3.54			Paramount Home Video	17-02-2004		20-02-2005										Sam Weisman	David Spade/ Alyssa Milano	Color/ Closed-captioned/ Widescreen	PG-13	05-09-2003	
movie							0758445904222	B0001Z3HEK	us	Die Mommie Die!	Die Mommie Die!				DVD		Eccentric Families/ Parenthood/ Black Comedy/ Sundance Channel Store	$24.99	$8.70		4	"You slipped into my life as easily as vermouth into a glass of gin," purrs reclusive singing star Angela Arden, as played by camp icon Charles Busch (Psycho Beach Party). Arden is not only haunted by a secret, she's treated like dirt by her louse of a husband (Phillip Baker Hall, Boogie Nights), her snoopy maid (Frances Conroy, Six Feet Under), and her petulant daughter (Natasha Lyonne, Slums of Beverly Hills). Only her mentally defective son (Stark Sands) and a well-endowed gigolo (Jason Priestley, Beverly Hills 90210) treat her with love and affection. Is it any wonder she takes drastic action to improve her life? Replete with lurid sex, incestuous overtones, a poisoned suppository, musical numbers, an acid freakout, and black-and-white flashbacks, Die Mommie Die! lovingly sends up movie soap operas. The tone is uneven, but Busch skillfully walks a razor-sharp line throughout. --Bret Fetzer		Sundance Channel Home Entertainment	29-06-2004		07-07-2005										Mark Rucker	Charles Busch/ Jason Priestley/ Natasha Lyonne	Color/ Widescreen/ Dolby	R	31-10-2003	90
movie							0065935207900	B0009E27EY	us	A Dirty Shame	A Dirty Shame				DVD				$25.53		3	When prissy, prickly Sylvia Stickles (Tracey Ullman) suffers a head injury during a traffic altercation, she's, er, revived by self-appointed sexual missionary Ray-Ray Perkins (Johnny Knoxville) and is transformed into an insatiable, take-no-prisoners sex maniac. Yes, it's a John Waters film. Yes, it's filthy. No, it's not as hilarious and sustained as you'd like it to be. It works for a while, though: Ullman, never a stingy comedienne, does everything Waters dares her to do without hesitation; words cannot describe the perversely sporting delight with which she mounts a water bottle during a round of "The Hokey Pokey" at an old folks' home. And there's some fun to be had when Sylvia's emancipation leads her Baltimore 'burb to new heights of ecstasy, freeing her large-breasted daughter Caprice (Selma Blair) while horrifying husband Vaughn (Chris Isaak) and her hardline mother Big Ethel (Suzanne Shepherd, hysterical) in the process. It's also packed with the standard cameos, the most satisfying of which is good old Patty Hearst at a Sex Addicts Anonymous encounter. But, for all the nasty, necessary glee, the movie feels inescapably been-there-done-that, and you can't help but wish this was 1972 and Divine was on hand to prowl for dog droppings. The most shocking thing about A Dirty Shame is how desperate and tiresome its anarchy becomes.--Steve Wiecking					30-07-2006										John Waters	Tracey Ullman/ Johnny Knoxville/ Selma Blair/ Chris Isaak/ Suzanne Shepherd/ Mink Stole/ Patricia Hearst/ Jackie Hoffman/ Nicholas E.I. Noble/ Lucy Newman-Williams/ Scott Morgan/ Wes Johnson/ David A. Dunham/ Dave Moretti/ Jeffrey Auerbach (II)/ Susan Allenback/ Paul DeBoy/ Channing Wilroy/ Rosemary Knower/ Jewel Orem	NTSC	NC-17	24-09-2004	
movie							0024543152699	B0006419IM	us	Dodgeball - A True Underdog Story	Dodgeball - A True Underdog Story (Widescreen Edition)				DVD		Underdogs/ Ben Stiller/ Comedy	$19.98	$2.50		3.5	How's this for impressive trivia: Dodgeball faced off against The Terminal in opening-weekend competition, and 29-year-old writer-director Rawson Marshall Thurber aced Steven Spielberg by a score of $30 to $18.7 in box-office millions. That's no mean feat for a newcomer, but Thurber's lowbrow script and rapid-fire direction--along with a sublime cast of screen comedians--proved to be just what moviegoers were ravenous for: a consistently hilarious, patently formulaic romp in which the underdog owner of Average Joe's Gym (Vince Vaughn) faces foreclosure unless he can raise $50,000 in 30 days. The solution: A dodgeball tournament offering $50K to the winners, in which Vaughn and his nerdy clientele team up against the preening, abhorrently narcissistic owner (Ben Stiller) of Globo Gym, who's threatening a buy-out. That's it for story; any 5-year-old could follow it with brainpower to spare. But Thurber, Vaughn, Stiller, and their well-cast costars (including Stiller's off-screen wife, Christine Taylor) keep the big laughs coming for 96 nonsensical minutes. With spot-on cameos by champion bicyclist Lance Armstrong, David Hasselhoff, Hank Azaria, Chuck Norris, and William Shatner, and a crudely amusing coda for those who watch past the credits, Dodgeball is no masterpiece, but you can bet Spielberg was unexpectedly humbled by its popular appeal. --Jeff Shannon		20th Century Fox	07-12-2004		30-07-2006											Ben Stiller/ Christine Taylor/ Vince Vaughn/ Lance Armstrong/ Hank Azaria/ Jason Bateman/ Gary Cole/ Jamal Duff/ David Hasselhoff/ Al Kaplon/ Justin Long/ Joel Moore/ Chuck Norris/ Missi Pyle/ Stephen Root/ William Shatner/ Rip Torn/ Alan Tudyk/ Chris Williams (XII)	Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 2.35:1	Unrated	18-06-2004	92
